,CHROM,BIN_START,BIN_END,N_VARIANTS,PI,Name
11232,NC_044373.1,61620001,61630000,1,2.90E-05,Soorni
11233,NC_044373.1,61690001,61700000,3,6.68E-06,Soorni
11234,NC_044373.1,62210001,62220000,2,1.50E-05,Soorni
11235,NC_044373.1,62230001,62240000,2,1.59E-05,Soorni
11236,NC_044373.1,62280001,62290000,4,9.27E-06,Soorni
11237,NC_044373.1,62370001,62380000,9,3.73E-05,Soorni
11238,NC_044373.1,62380001,62390000,1,3.06E-05,Soorni
11239,NC_044373.1,62470001,62480000,2,5.44E-05,Soorni
11240,NC_044373.1,62490001,62500000,2,1.56E-06,Soorni
11241,NC_044373.1,62510001,62520000,2,1.52E-05,Soorni
11242,NC_044373.1,62530001,62540000,9,7.94E-05,Soorni
11243,NC_044373.1,62620001,62630000,6,3.82E-05,Soorni
11244,NC_044373.1,62970001,62980000,10,3.72E-05,Soorni
11245,NC_044373.1,63040001,63050000,1,4.55E-07,Soorni
11246,NC_044373.1,63060001,63070000,5,7.02E-06,Soorni
11247,NC_044373.1,63140001,63150000,1,1.23E-05,Soorni
11248,NC_044373.1,63430001,63440000,7,6.13E-06,Soorni
11249,NC_044373.1,63740001,63750000,10,8.95E-05,Soorni
11250,NC_044373.1,63810001,63820000,6,3.80E-05,Soorni
11251,NC_044373.1,64010001,64020000,1,1.44E-05,Soorni
11252,NC_044373.1,64160001,64170000,2,1.37E-06,Soorni
11253,NC_044373.1,64500001,64510000,1,6.92E-06,Soorni
11254,NC_044373.1,64910001,64920000,2,1.47E-05,Soorni
11255,NC_044373.1,64970001,64980000,1,2.73E-05,Soorni
11256,NC_044373.1,65060001,65070000,6,9.93E-05,Soorni
11257,NC_044373.1,65300001,65310000,1,4.61E-07,Soorni
11258,NC_044373.1,65360001,65370000,1,1.33E-05,Soorni
11259,NC_044373.1,65440001,65450000,1,1.82E-06,Soorni
11260,NC_044373.1,65540001,65550000,1,3.58E-07,Soorni
11261,NC_044373.1,65560001,65570000,6,0.000110044,Soorni
11262,NC_044373.1,66030001,66040000,2,2.71E-05,Soorni
11263,NC_044373.1,66050001,66060000,1,2.25E-05,Soorni
11264,NC_044373.1,66140001,66150000,5,4.16E-05,Soorni
11265,NC_044373.1,66150001,66160000,5,6.10E-05,Soorni
11266,NC_044373.1,66230001,66240000,14,0.000208608,Soorni
11267,NC_044373.1,66330001,66340000,3,1.48E-05,Soorni
11268,NC_044373.1,66430001,66440000,3,1.35E-05,Soorni
11269,NC_044373.1,66460001,66470000,1,9.35E-06,Soorni
11270,NC_044373.1,66690001,66700000,1,4.12E-06,Soorni
11271,NC_044373.1,67490001,67500000,4,2.90E-05,Soorni
11272,NC_044373.1,67520001,67530000,3,2.53E-05,Soorni
11273,NC_044373.1,67530001,67540000,1,1.84E-06,Soorni
11274,NC_044373.1,67550001,67560000,3,2.74E-05,Soorni
11275,NC_044373.1,67620001,67630000,4,1.89E-05,Soorni
11276,NC_044373.1,67640001,67650000,2,2.52E-06,Soorni
11277,NC_044373.1,67660001,67670000,7,8.43E-05,Soorni
11278,NC_044373.1,67690001,67700000,2,1.63E-06,Soorni
11279,NC_044373.1,67890001,67900000,11,0.000162026,Soorni
11280,NC_044373.1,67940001,67950000,3,2.58E-05,Soorni
11281,NC_044373.1,68070001,68080000,2,5.47E-06,Soorni
11282,NC_044373.1,68130001,68140000,3,6.08E-06,Soorni
11283,NC_044373.1,68240001,68250000,10,4.72E-05,Soorni
11284,NC_044373.1,68280001,68290000,2,2.61E-05,Soorni
11285,NC_044373.1,68840001,68850000,2,2.62E-06,Soorni
11286,NC_044373.1,68890001,68900000,1,3.76E-06,Soorni
11287,NC_044373.1,68930001,68940000,3,1.97E-05,Soorni
11288,NC_044373.1,69530001,69540000,1,1.87E-05,Soorni
11289,NC_044373.1,69560001,69570000,1,2.66E-06,Soorni
11290,NC_044373.1,69900001,69910000,6,0.000124414,Soorni
11291,NC_044373.1,69910001,69920000,10,9.09E-05,Soorni
11292,NC_044373.1,69970001,69980000,8,9.57E-05,Soorni
11293,NC_044373.1,69990001,70000000,12,0.000127155,Soorni
11294,NC_044373.1,70000001,70010000,6,9.35E-05,Soorni
11295,NC_044373.1,70020001,70030000,3,3.87E-05,Soorni
11296,NC_044373.1,70060001,70070000,3,6.91E-05,Soorni
11297,NC_044373.1,70240001,70250000,4,7.08E-05,Soorni
11298,NC_044373.1,70410001,70420000,1,4.51E-06,Soorni
11299,NC_044373.1,70440001,70450000,6,0.000112034,Soorni
11300,NC_044373.1,70510001,70520000,4,0.000101524,Soorni
11301,NC_044373.1,70580001,70590000,1,1.24E-05,Soorni
11302,NC_044373.1,70650001,70660000,7,4.57E-05,Soorni
11303,NC_044373.1,70800001,70810000,1,1.09E-06,Soorni
11304,NC_044373.1,70860001,70870000,8,5.47E-05,Soorni
11305,NC_044373.1,71530001,71540000,2,2.74E-06,Soorni
11306,NC_044373.1,71550001,71560000,1,4.58E-06,Soorni
11307,NC_044373.1,71950001,71960000,7,4.79E-05,Soorni
11308,NC_044373.1,71960001,71970000,3,5.26E-05,Soorni
11309,NC_044373.1,72060001,72070000,2,2.22E-05,Soorni
11310,NC_044373.1,72370001,72380000,6,8.62E-05,Soorni
11311,NC_044373.1,72510001,72520000,2,2.18E-05,Soorni
11312,NC_044373.1,72530001,72540000,6,5.41E-05,Soorni
11313,NC_044373.1,72590001,72600000,4,1.56E-05,Soorni
11314,NC_044373.1,72600001,72610000,1,2.74E-05,Soorni
11315,NC_044373.1,72610001,72620000,1,5.69E-07,Soorni
11316,NC_044373.1,72620001,72630000,1,8.14E-07,Soorni
11317,NC_044373.1,72680001,72690000,1,1.62E-06,Soorni
11318,NC_044373.1,72790001,72800000,9,0.000148516,Soorni
11319,NC_044373.1,72840001,72850000,1,2.78E-05,Soorni
11320,NC_044373.1,72850001,72860000,14,0.000216095,Soorni
11321,NC_044373.1,72880001,72890000,1,2.42E-05,Soorni
11322,NC_044373.1,72900001,72910000,3,4.72E-05,Soorni
11323,NC_044373.1,72940001,72950000,5,4.28E-05,Soorni
11324,NC_044373.1,73000001,73010000,1,1.59E-06,Soorni
11325,NC_044373.1,73010001,73020000,4,6.51E-05,Soorni
11326,NC_044373.1,73210001,73220000,6,1.84E-05,Soorni
11327,NC_044373.1,73230001,73240000,1,9.56E-07,Soorni
11328,NC_044373.1,73260001,73270000,2,2.89E-05,Soorni
11329,NC_044373.1,73300001,73310000,1,2.99E-06,Soorni
11330,NC_044373.1,73330001,73340000,5,9.79E-05,Soorni
11331,NC_044373.1,73440001,73450000,8,6.15E-05,Soorni
11332,NC_044373.1,73470001,73480000,6,8.74E-05,Soorni
11333,NC_044373.1,73490001,73500000,5,6.71E-05,Soorni
11334,NC_044373.1,74700001,74710000,2,1.35E-05,Soorni
11335,NC_044373.1,75260001,75270000,1,1.33E-05,Soorni
11336,NC_044373.1,75940001,75950000,9,0.000254946,Soorni
11337,NC_044373.1,75970001,75980000,8,8.13E-05,Soorni
11338,NC_044373.1,75980001,75990000,2,2.09E-06,Soorni
11339,NC_044373.1,76040001,76050000,2,1.91E-05,Soorni
11340,NC_044373.1,76070001,76080000,4,6.68E-06,Soorni
11341,NC_044373.1,76300001,76310000,2,1.37E-06,Soorni
11342,NC_044373.1,76330001,76340000,3,6.70E-06,Soorni
11343,NC_044373.1,76350001,76360000,2,3.29E-06,Soorni
11344,NC_044373.1,76510001,76520000,2,6.85E-06,Soorni
11345,NC_044373.1,76530001,76540000,1,1.01E-05,Soorni
11346,NC_044373.1,76620001,76630000,11,0.000113792,Soorni
11347,NC_044373.1,76670001,76680000,3,4.64E-05,Soorni
11348,NC_044373.1,76860001,76870000,4,3.42E-05,Soorni
11349,NC_044373.1,77010001,77020000,14,9.26E-05,Soorni
11350,NC_044373.1,77020001,77030000,3,5.17E-05,Soorni
11351,NC_044373.1,77030001,77040000,4,7.14E-05,Soorni
11352,NC_044373.1,77080001,77090000,9,3.79E-05,Soorni
11353,NC_044373.1,77090001,77100000,2,9.49E-06,Soorni
11354,NC_044373.1,77100001,77110000,3,8.58E-05,Soorni
11355,NC_044373.1,77120001,77130000,8,7.21E-05,Soorni
11356,NC_044373.1,77130001,77140000,7,3.24E-05,Soorni
11357,NC_044373.1,77580001,77590000,4,2.34E-05,Soorni
11358,NC_044373.1,77590001,77600000,7,5.53E-05,Soorni
11359,NC_044373.1,77670001,77680000,3,1.76E-05,Soorni
11360,NC_044373.1,77680001,77690000,1,2.28E-06,Soorni
11361,NC_044373.1,77740001,77750000,3,4.34E-05,Soorni
11362,NC_044373.1,77750001,77760000,2,8.21E-06,Soorni
11363,NC_044373.1,77830001,77840000,4,1.25E-05,Soorni
11364,NC_044373.1,77840001,77850000,1,2.13E-05,Soorni
11365,NC_044373.1,77910001,77920000,1,1.68E-05,Soorni
11366,NC_044373.1,77920001,77930000,1,5.69E-07,Soorni
11367,NC_044373.1,77930001,77940000,8,4.28E-05,Soorni
11368,NC_044373.1,77970001,77980000,3,6.28E-05,Soorni
11369,NC_044373.1,77990001,78000000,7,2.06E-05,Soorni
11370,NC_044373.1,78060001,78070000,3,4.44E-06,Soorni
11371,NC_044373.1,78070001,78080000,1,1.45E-06,Soorni
11372,NC_044373.1,78290001,78300000,1,8.51E-06,Soorni
11373,NC_044373.1,78300001,78310000,2,2.05E-06,Soorni
11374,NC_044373.1,78330001,78340000,4,8.16E-06,Soorni
11375,NC_044373.1,78450001,78460000,5,3.64E-05,Soorni
11376,NC_044373.1,78560001,78570000,6,4.88E-05,Soorni
11377,NC_044373.1,78610001,78620000,1,1.10E-05,Soorni
11378,NC_044373.1,78620001,78630000,1,1.48E-05,Soorni
11379,NC_044373.1,78630001,78640000,6,3.49E-05,Soorni
11380,NC_044373.1,78660001,78670000,2,2.88E-06,Soorni
11381,NC_044373.1,78690001,78700000,1,4.55E-07,Soorni
11382,NC_044373.1,78740001,78750000,5,0.000129939,Soorni
11383,NC_044373.1,78750001,78760000,3,6.57E-05,Soorni
11384,NC_044373.1,78770001,78780000,1,2.62E-05,Soorni
11385,NC_044373.1,78810001,78820000,3,3.65E-05,Soorni
11386,NC_044373.1,78820001,78830000,5,5.05E-05,Soorni
11387,NC_044373.1,78830001,78840000,11,9.61E-05,Soorni
11388,NC_044373.1,78850001,78860000,7,4.40E-05,Soorni
11389,NC_044373.1,78980001,78990000,1,1.93E-05,Soorni
11390,NC_044373.1,79070001,79080000,2,1.28E-05,Soorni
11391,NC_044373.1,79080001,79090000,1,2.47E-05,Soorni
11392,NC_044373.1,79140001,79150000,3,2.78E-05,Soorni
11393,NC_044373.1,79180001,79190000,4,3.81E-05,Soorni
11394,NC_044373.1,79220001,79230000,1,1.09E-06,Soorni
11395,NC_044373.1,79280001,79290000,6,3.31E-05,Soorni
11396,NC_044373.1,79310001,79320000,1,4.55E-07,Soorni
11397,NC_044373.1,79330001,79340000,1,2.00E-05,Soorni
11398,NC_044373.1,79380001,79390000,3,2.71E-05,Soorni
11399,NC_044373.1,79420001,79430000,2,1.14E-06,Soorni
11400,NC_044373.1,79490001,79500000,1,2.31E-05,Soorni
11401,NC_044373.1,79540001,79550000,19,0.00024322,Soorni
11402,NC_044373.1,79680001,79690000,2,5.12E-06,Soorni
11403,NC_044373.1,79690001,79700000,4,1.71E-05,Soorni
11404,NC_044373.1,79980001,79990000,3,5.26E-05,Soorni
11405,NC_044373.1,80030001,80040000,1,2.42E-06,Soorni
11406,NC_044373.1,80040001,80050000,1,1.11E-06,Soorni
11407,NC_044373.1,80050001,80060000,6,9.71E-05,Soorni
11408,NC_044373.1,80060001,80070000,1,1.28E-06,Soorni
11409,NC_044373.1,80100001,80110000,5,3.17E-05,Soorni
11410,NC_044373.1,80280001,80290000,4,3.05E-05,Soorni
11411,NC_044373.1,80370001,80380000,2,1.12E-06,Soorni
11412,NC_044373.1,80420001,80430000,2,4.98E-05,Soorni
11413,NC_044373.1,80520001,80530000,10,9.95E-05,Soorni
11414,NC_044373.1,81000001,81010000,1,4.55E-07,Soorni
11415,NC_044373.1,81050001,81060000,2,2.30E-05,Soorni
11416,NC_044373.1,81070001,81080000,5,7.76E-05,Soorni
11417,NC_044373.1,81090001,81100000,1,2.72E-05,Soorni
11418,NC_044373.1,81150001,81160000,2,2.62E-05,Soorni
11419,NC_044373.1,81220001,81230000,1,3.41E-06,Soorni
11420,NC_044373.1,81400001,81410000,1,1.84E-06,Soorni
11421,NC_044373.1,81430001,81440000,5,1.74E-05,Soorni
11422,NC_044373.1,81460001,81470000,1,7.97E-07,Soorni
11423,NC_044373.1,81520001,81530000,1,8.37E-06,Soorni
11424,NC_044373.1,81530001,81540000,4,9.33E-05,Soorni
11425,NC_044373.1,81540001,81550000,4,2.64E-05,Soorni
11426,NC_044373.1,81660001,81670000,1,4.55E-07,Soorni
11427,NC_044373.1,81720001,81730000,4,4.22E-05,Soorni
11428,NC_044373.1,81730001,81740000,14,0.000143951,Soorni
11429,NC_044373.1,81800001,81810000,6,1.54E-05,Soorni
11430,NC_044373.1,81970001,81980000,1,6.64E-06,Soorni
11431,NC_044373.1,82000001,82010000,1,1.11E-06,Soorni
11432,NC_044373.1,82040001,82050000,1,6.95E-06,Soorni
11433,NC_044373.1,82070001,82080000,1,6.17E-06,Soorni
11434,NC_044373.1,82170001,82180000,5,5.44E-05,Soorni
11435,NC_044373.1,82200001,82210000,2,1.23E-05,Soorni
11436,NC_044373.1,82230001,82240000,1,1.58E-05,Soorni
11437,NC_044373.1,82360001,82370000,2,2.43E-05,Soorni
11438,NC_044373.1,82440001,82450000,4,4.87E-05,Soorni
11439,NC_044373.1,82450001,82460000,2,2.98E-05,Soorni
11440,NC_044373.1,82520001,82530000,2,3.69E-05,Soorni
11441,NC_044373.1,82530001,82540000,2,2.96E-05,Soorni
11442,NC_044373.1,82580001,82590000,5,5.23E-05,Soorni
11443,NC_044373.1,82620001,82630000,7,2.21E-05,Soorni
11444,NC_044373.1,82630001,82640000,2,2.22E-05,Soorni
11445,NC_044373.1,82640001,82650000,2,1.33E-05,Soorni
11446,NC_044373.1,82650001,82660000,3,4.25E-05,Soorni
11447,NC_044373.1,82670001,82680000,3,1.82E-05,Soorni
11448,NC_044373.1,82680001,82690000,1,2.32E-05,Soorni
11449,NC_044373.1,82770001,82780000,3,5.78E-05,Soorni
11450,NC_044373.1,82780001,82790000,4,4.33E-06,Soorni
11451,NC_044373.1,82820001,82830000,1,6.83E-07,Soorni
11452,NC_044373.1,82830001,82840000,4,1.36E-05,Soorni
11453,NC_044373.1,82890001,82900000,9,5.35E-05,Soorni
11454,NC_044373.1,82920001,82930000,3,3.37E-06,Soorni
11455,NC_044373.1,82940001,82950000,5,6.99E-05,Soorni
11456,NC_044373.1,83000001,83010000,3,1.08E-05,Soorni
11457,NC_044373.1,83030001,83040000,2,1.80E-05,Soorni
11458,NC_044373.1,83040001,83050000,1,5.69E-07,Soorni
11459,NC_044373.1,83130001,83140000,6,2.53E-05,Soorni
11460,NC_044373.1,83160001,83170000,1,2.53E-05,Soorni
11461,NC_044373.1,83170001,83180000,3,3.27E-05,Soorni
11462,NC_044373.1,83180001,83190000,1,8.19E-06,Soorni
11463,NC_044373.1,83250001,83260000,2,2.82E-05,Soorni
11464,NC_044373.1,83330001,83340000,1,1.27E-06,Soorni
11465,NC_044373.1,83340001,83350000,1,3.25E-06,Soorni
11466,NC_044373.1,83420001,83430000,1,1.02E-05,Soorni
11467,NC_044373.1,83470001,83480000,3,2.16E-05,Soorni
11468,NC_044373.1,83530001,83540000,2,5.99E-06,Soorni
11469,NC_044373.1,83570001,83580000,6,7.86E-05,Soorni
11470,NC_044373.1,83590001,83600000,1,4.26E-06,Soorni
11471,NC_044373.1,83600001,83610000,3,4.21E-06,Soorni
11472,NC_044373.1,83610001,83620000,1,1.85E-05,Soorni
11473,NC_044373.1,83640001,83650000,5,1.52E-05,Soorni
11474,NC_044373.1,83680001,83690000,2,1.08E-05,Soorni
11475,NC_044373.1,83740001,83750000,3,3.05E-05,Soorni
11476,NC_044373.1,83770001,83780000,5,8.63E-05,Soorni
11477,NC_044373.1,83820001,83830000,6,3.93E-05,Soorni
11478,NC_044373.1,83840001,83850000,2,2.64E-05,Soorni
11479,NC_044373.1,83910001,83920000,4,3.67E-05,Soorni
11480,NC_044373.1,83940001,83950000,1,8.19E-07,Soorni
11481,NC_044373.1,83970001,83980000,2,4.72E-05,Soorni
11482,NC_044373.1,84010001,84020000,2,1.26E-06,Soorni
11483,NC_044373.1,84100001,84110000,9,8.10E-05,Soorni
11484,NC_044373.1,84120001,84130000,1,6.83E-07,Soorni
11485,NC_044373.1,84150001,84160000,1,5.46E-06,Soorni
11486,NC_044373.1,84180001,84190000,1,8.14E-07,Soorni
11487,NC_044373.1,84270001,84280000,2,5.68E-05,Soorni
11488,NC_044373.1,84300001,84310000,6,6.54E-05,Soorni
11489,NC_044373.1,84360001,84370000,1,8.82E-06,Soorni
11490,NC_044373.1,84480001,84490000,1,5.69E-07,Soorni
11491,NC_044373.1,84520001,84530000,7,8.31E-06,Soorni
11492,NC_044373.1,84550001,84560000,3,2.54E-05,Soorni
11493,NC_044373.1,84560001,84570000,8,3.40E-05,Soorni
11494,NC_044373.1,84570001,84580000,2,5.55E-05,Soorni
11495,NC_044373.1,84580001,84590000,3,1.41E-05,Soorni
11496,NC_044373.1,84590001,84600000,3,8.69E-06,Soorni
11497,NC_044373.1,84620001,84630000,11,9.30E-05,Soorni
11498,NC_044373.1,84660001,84670000,1,1.62E-05,Soorni
11499,NC_044373.1,84670001,84680000,1,2.22E-06,Soorni
11500,NC_044373.1,84800001,84810000,4,3.31E-05,Soorni
11501,NC_044373.1,84970001,84980000,1,2.29E-05,Soorni
11502,NC_044373.1,84980001,84990000,5,4.96E-05,Soorni
11503,NC_044373.1,85010001,85020000,2,1.78E-06,Soorni
11504,NC_044373.1,85020001,85030000,16,9.15E-05,Soorni
11505,NC_044373.1,85040001,85050000,2,2.62E-05,Soorni
11506,NC_044373.1,85080001,85090000,1,1.22E-05,Soorni
11507,NC_044373.1,85140001,85150000,1,4.55E-07,Soorni
11508,NC_044373.1,85160001,85170000,3,4.67E-05,Soorni
11509,NC_044373.1,85280001,85290000,11,7.49E-05,Soorni
11510,NC_044373.1,85290001,85300000,1,6.88E-07,Soorni
11511,NC_044373.1,85300001,85310000,1,5.19E-06,Soorni
11512,NC_044373.1,85560001,85570000,3,4.44E-05,Soorni
11513,NC_044373.1,85570001,85580000,1,1.26E-06,Soorni
11514,NC_044373.1,85660001,85670000,3,4.97E-05,Soorni
11515,NC_044373.1,85760001,85770000,2,5.43E-06,Soorni
11516,NC_044373.1,85880001,85890000,5,3.30E-05,Soorni
11517,NC_044373.1,85900001,85910000,9,0.000104058,Soorni
11518,NC_044373.1,85970001,85980000,3,9.56E-06,Soorni
11519,NC_044373.1,85980001,85990000,5,5.94E-05,Soorni
11520,NC_044373.1,85990001,86000000,1,2.49E-05,Soorni
11521,NC_044373.1,86020001,86030000,1,2.57E-05,Soorni
11522,NC_044373.1,86030001,86040000,6,2.93E-05,Soorni
11523,NC_044373.1,86040001,86050000,2,3.53E-06,Soorni
11524,NC_044373.1,86050001,86060000,1,2.82E-05,Soorni
11525,NC_044373.1,86150001,86160000,8,1.63E-05,Soorni
11526,NC_044373.1,86170001,86180000,11,0.000103097,Soorni
11527,NC_044373.1,86250001,86260000,10,4.05E-05,Soorni
11528,NC_044373.1,86260001,86270000,2,4.51E-06,Soorni
11529,NC_044373.1,86270001,86280000,1,8.64E-06,Soorni
11530,NC_044373.1,86280001,86290000,6,5.55E-05,Soorni
11531,NC_044373.1,86300001,86310000,3,9.80E-06,Soorni
11532,NC_044373.1,86320001,86330000,6,1.24E-05,Soorni
11533,NC_044373.1,86330001,86340000,2,4.55E-05,Soorni
11534,NC_044373.1,86350001,86360000,8,4.75E-05,Soorni
11535,NC_044373.1,86440001,86450000,1,6.83E-07,Soorni
11536,NC_044373.1,86460001,86470000,1,1.43E-06,Soorni
11537,NC_044373.1,86470001,86480000,3,1.08E-05,Soorni
11538,NC_044373.1,86480001,86490000,1,6.66E-07,Soorni
11539,NC_044373.1,86500001,86510000,2,1.64E-05,Soorni
11540,NC_044373.1,86520001,86530000,1,5.69E-07,Soorni
11541,NC_044373.1,86540001,86550000,9,8.23E-05,Soorni
11542,NC_044373.1,86550001,86560000,6,2.51E-05,Soorni
11543,NC_044373.1,87380001,87390000,6,6.20E-05,Soorni
11544,NC_044373.1,88080001,88090000,2,1.75E-05,Soorni
11545,NC_044373.1,88220001,88230000,7,8.82E-05,Soorni
11546,NC_044373.1,88240001,88250000,6,4.39E-05,Soorni
11547,NC_044373.1,88390001,88400000,1,1.15E-05,Soorni
11548,NC_044373.1,88400001,88410000,4,5.05E-05,Soorni
11549,NC_044373.1,88410001,88420000,3,5.72E-05,Soorni
11550,NC_044373.1,88470001,88480000,1,2.18E-05,Soorni
11551,NC_044373.1,88610001,88620000,1,9.56E-07,Soorni
11552,NC_044373.1,88780001,88790000,1,2.66E-06,Soorni
11553,NC_044373.1,88800001,88810000,1,1.47E-05,Soorni
11554,NC_044373.1,88810001,88820000,2,9.49E-06,Soorni
11555,NC_044373.1,88850001,88860000,14,5.12E-05,Soorni
11556,NC_044373.1,88860001,88870000,3,2.72E-05,Soorni
11557,NC_044373.1,88870001,88880000,2,3.80E-06,Soorni
11558,NC_044373.1,88880001,88890000,3,4.44E-06,Soorni
11559,NC_044373.1,88900001,88910000,1,7.65E-06,Soorni
11560,NC_044373.1,88910001,88920000,4,9.73E-06,Soorni
11561,NC_044373.1,88920001,88930000,1,1.52E-05,Soorni
11562,NC_044373.1,88930001,88940000,4,8.89E-06,Soorni
11563,NC_044373.1,88960001,88970000,2,2.03E-05,Soorni
11564,NC_044373.1,89020001,89030000,34,0.000234673,Soorni
11565,NC_044373.1,89040001,89050000,8,0.000125938,Soorni
11566,NC_044373.1,89130001,89140000,1,4.55E-07,Soorni
11567,NC_044373.1,89210001,89220000,2,2.50E-05,Soorni
11568,NC_044373.1,89330001,89340000,2,4.13E-06,Soorni
11569,NC_044373.1,89340001,89350000,1,3.58E-07,Soorni
11570,NC_044373.1,89380001,89390000,2,3.94E-06,Soorni
11571,NC_044373.1,89430001,89440000,2,4.05E-06,Soorni
11572,NC_044373.1,89460001,89470000,4,1.11E-05,Soorni
11573,NC_044373.1,89590001,89600000,3,1.35E-05,Soorni
11574,NC_044373.1,89710001,89720000,3,4.00E-05,Soorni
11575,NC_044373.1,89730001,89740000,1,3.50E-06,Soorni
11576,NC_044373.1,89740001,89750000,5,3.44E-05,Soorni
11577,NC_044373.1,89750001,89760000,6,5.28E-05,Soorni
11578,NC_044373.1,89800001,89810000,1,1.64E-06,Soorni
11579,NC_044373.1,89810001,89820000,2,1.36E-05,Soorni
11580,NC_044373.1,90230001,90240000,6,8.32E-05,Soorni
11581,NC_044373.1,90250001,90260000,5,6.98E-05,Soorni
11582,NC_044373.1,90270001,90280000,2,2.62E-05,Soorni
11583,NC_044373.1,90290001,90300000,1,9.47E-06,Soorni
11584,NC_044373.1,90300001,90310000,1,1.69E-05,Soorni
11585,NC_044373.1,90310001,90320000,9,0.000141974,Soorni
11586,NC_044373.1,90470001,90480000,7,1.62E-05,Soorni
11587,NC_044373.1,90480001,90490000,11,0.000136064,Soorni
11588,NC_044373.1,90490001,90500000,12,0.000291662,Soorni
11589,NC_044373.1,90500001,90510000,1,1.82E-05,Soorni
11590,NC_044373.1,90530001,90540000,7,6.30E-05,Soorni
11591,NC_044373.1,90570001,90580000,1,7.65E-06,Soorni
11592,NC_044373.1,90590001,90600000,2,1.62E-05,Soorni
11593,NC_044373.1,90690001,90700000,5,5.61E-05,Soorni
11594,NC_044373.1,90710001,90720000,6,4.28E-05,Soorni
11595,NC_044373.1,90760001,90770000,4,3.97E-05,Soorni
11596,NC_044373.1,90780001,90790000,3,1.91E-05,Soorni
11597,NC_044373.1,90880001,90890000,10,0.000111946,Soorni
11598,NC_044373.1,90910001,90920000,2,1.23E-06,Soorni
11599,NC_044373.1,90930001,90940000,1,2.55E-05,Soorni
11600,NC_044373.1,90950001,90960000,6,0.000111533,Soorni
11601,NC_044373.1,91040001,91050000,2,5.49E-05,Soorni
11602,NC_044373.1,91060001,91070000,9,7.79E-05,Soorni
11603,NC_044373.1,91090001,91100000,9,5.28E-05,Soorni
11604,NC_044373.1,91110001,91120000,11,7.12E-05,Soorni
11605,NC_044373.1,91150001,91160000,3,8.00E-05,Soorni
11606,NC_044373.1,91160001,91170000,5,0.000107757,Soorni
11607,NC_044373.1,91190001,91200000,11,0.000102074,Soorni
11608,NC_044373.1,91200001,91210000,3,4.39E-05,Soorni
11609,NC_044373.1,91250001,91260000,2,3.05E-06,Soorni
11610,NC_044373.1,91280001,91290000,3,3.74E-06,Soorni
11611,NC_044373.1,91290001,91300000,1,1.06E-05,Soorni
11612,NC_044373.1,91300001,91310000,8,0.00011246,Soorni
11613,NC_044373.1,91310001,91320000,4,8.94E-05,Soorni
11614,NC_044373.1,91350001,91360000,15,0.000371835,Soorni
11615,NC_044373.1,91410001,91420000,7,5.29E-05,Soorni
11616,NC_044373.1,91470001,91480000,1,1.51E-05,Soorni
11617,NC_044373.1,91500001,91510000,1,1.27E-06,Soorni
11618,NC_044373.1,91510001,91520000,3,5.22E-05,Soorni
11619,NC_044373.1,91530001,91540000,2,4.97E-05,Soorni
11620,NC_044373.1,91600001,91610000,3,2.39E-05,Soorni
11621,NC_044373.1,91650001,91660000,5,7.24E-05,Soorni
11622,NC_044373.1,91660001,91670000,7,6.47E-05,Soorni
11623,NC_044373.1,91670001,91680000,6,5.64E-05,Soorni
11624,NC_044373.1,91690001,91700000,4,1.43E-05,Soorni
11625,NC_044373.1,91730001,91740000,1,1.79E-06,Soorni
11626,NC_044373.1,91740001,91750000,19,0.000123094,Soorni
11627,NC_044373.1,91760001,91770000,8,8.08E-05,Soorni
11628,NC_044373.1,91780001,91790000,3,4.71E-05,Soorni
11629,NC_044373.1,91800001,91810000,1,2.37E-05,Soorni
11630,NC_044373.1,91810001,91820000,1,4.76E-06,Soorni
11631,NC_044374.1,1,10000,3,3.34E-05,Soorni
11632,NC_044374.1,70001,80000,1,1.18E-05,Soorni
11633,NC_044374.1,140001,150000,13,8.33E-05,Soorni
11634,NC_044374.1,150001,160000,4,5.50E-06,Soorni
11635,NC_044374.1,170001,180000,1,6.66E-07,Soorni
11636,NC_044374.1,240001,250000,6,4.88E-05,Soorni
11637,NC_044374.1,250001,260000,2,1.05E-05,Soorni
11638,NC_044374.1,270001,280000,2,3.11E-06,Soorni
11639,NC_044374.1,360001,370000,4,7.43E-05,Soorni
11640,NC_044374.1,370001,380000,3,3.06E-05,Soorni
11641,NC_044374.1,480001,490000,4,6.99E-05,Soorni
11642,NC_044374.1,500001,510000,1,2.55E-05,Soorni
11643,NC_044374.1,520001,530000,4,1.32E-05,Soorni
11644,NC_044374.1,530001,540000,2,2.08E-05,Soorni
11645,NC_044374.1,540001,550000,3,5.08E-06,Soorni
11646,NC_044374.1,620001,630000,2,1.61E-05,Soorni
11647,NC_044374.1,650001,660000,1,9.62E-07,Soorni
11648,NC_044374.1,720001,730000,5,8.61E-05,Soorni
11649,NC_044374.1,740001,750000,1,2.77E-05,Soorni
11650,NC_044374.1,750001,760000,10,3.56E-05,Soorni
11651,NC_044374.1,790001,800000,2,4.24E-05,Soorni
11652,NC_044374.1,800001,810000,5,7.91E-06,Soorni
11653,NC_044374.1,880001,890000,3,2.88E-05,Soorni
11654,NC_044374.1,900001,910000,1,2.70E-05,Soorni
11655,NC_044374.1,910001,920000,2,1.61E-05,Soorni
11656,NC_044374.1,940001,950000,19,0.000163163,Soorni
